Sample ID,Location description,Collection Date/Time,!OBS_BARTON_PND,AMMONIA,COND_FIELD,DO_FIELD,DPTH_MSRMNT_TKN,ECOLI_MPN,ENTERO_MPN,NITRATE,NITRITE PH,PH_FIELD,PHOS_META,PHOS_ORTHO,PHOS_TOTAL,SECCI_DEPTH,TEMP_C_FIELD,TOTAL_COLI_MPN,TSS,UV254
AE92933,Barton Pond Site 2,8/28/2018 13:38,,,805,5.56,9 ft,,,,,8.02,,,,,22.8,,,
AE92934,Barton Pond Site 2,8/28/2018 13:38,,,808,4.15,12 ft,,,,,7.94,,,,,22.3,,,
AE92935,Barton Pond Site 2,8/28/2018 13:38,,,808,3.6,15 ft,,,,,7.9,,,,,22.1,,,
AE92938,Barton Pond Site 2,8/28/2018 13:38,Sunny and windy.,<0.10,,,17',5.2,<1,0.2,2.52247,,,,0.0311,"7'0""",,>2419.6,2,
AE92939,Barton Pond Site 3,8/28/2018 13:57,,,797,6.4,Surface,,,,,8.08,,,,,25.7,,,
AE92940,Barton Pond Site 3,8/28/2018 13:57,,,797,6.17,3 ft,,,,,8.08,,,,,25.7,,,
AE92941,Barton Pond Site 3,8/28/2018 13:57,,,799,5.44,6 ft,,,,,7.99,,,,,25.1,,,
AE92942,Barton Pond Site 3,8/28/2018 13:57,"Sunny, windy, lots of emergent vegetation in the river.",<0.10,,,8',40.8,4.2,0.2,2.43383,,,,0.0298,"6'0""",,>2419.6,2.8,
AE96838,Barton Pond Site 1,9/12/2018 10:32,,,817,5.96,0',,,,,,,,,,19.8,,,
AE96839,Barton Pond Site 1,9/12/2018 10:32,,,817,4.58,3',,,,,,,,,,19.7,,,
AE96840,Barton Pond Site 1,9/12/2018 10:32,,,816,5.18,6',,,,,,,,,,19.5,,,
AE96841,Barton Pond Site 1,9/12/2018 10:32,,,823,5.62,9',,,,,,,,,,18.4,,,
AE96842,Barton Pond Site 1,9/12/2018 10:32,,,826,5.53,12',,,,,,,,,,18.1,,,
AE96843,Barton Pond Site 1,9/12/2018 10:32,"mix of clouds and sun, choppy water, 3 swans and 1 heron spotted, tons of floating vegetation", <0.10,817,5.96,10:32,14.5,1,0.2,4.3326,NA,,,0.0223,7',19.8,1413.6,3.2,
AE96844,Barton Pond Site 2,9/12/2018 11:03,"mix of clouds and sun, choppy water, 3 swans and 1 heron spotted, tons of floating vegetation", <0.10,,,,24.6,7.5,0.2,4.57196,,,,0.0227,8.5',,1986.3,4,
AE96845,Barton Pond Site 2,9/12/2018 11:03,,,815,6.7,3',,,,,,,,,,19.4,,,
AE96846,Barton Pond Site 2,9/12/2018 11:03,,,815,6.41,6',,,,,,,,,,19.4,,,
AE96847,Barton Pond Site 2,9/12/2018 11:03,,,825,6.32,9',,,,,,,,,,18.8,,,
AE96848,Barton Pond Site 2,9/12/2018 11:03,,,826,5.34,12',,,,,,,,,,18.2,,,
AE96849,Barton Pond Site 2,9/12/2018 11:03,,,828,4.5,15',,,,,,,,,,17.9,,,
AE96850,Barton Pond Site 2,9/12/2018 11:03,,,824,4.4,18',,,,,,,,,,18,,,
AE96852,Barton Pond Site 3,9/12/2018 11:25,"mix of clouds and sun, choppy water, 3 swans and 1 heron spotted, tons of floating vegetation", <0.10,,,,66.3,<1,0.2,3.55467,,,,0.0431,6.5',,1011.2,22.8,
AE96853,Barton Pond Site 3,9/12/2018 11:25,,,820,6.56,0',,,,,,,,,,20.4,,,
AE96854,Barton Pond Site 3,9/12/2018 11:25,,,8.22,6.18,3',,,,,,,,,,20.1,,,
AE96855,Barton Pond Site 3,9/12/2018 11:25,,,824,5.85,6',,,,,,,,,,19.5,,,
AF00654,Barton Pond Site 1,9/27/2018 10:10,,,874,6.89,0',,,,,,,,,,19.2,,,
AF00655,Barton Pond Site 1,9/27/2018 10:10,,,789,7.48,3',,,,,,,,,,19.3,,,
AF00656,Barton Pond Site 1,9/27/2018 10:10,,,744,7.7,6',,,,,,,,,,19.3,,,
AF00657,Barton Pond Site 1,9/27/2018 10:10,,,816,7.52,9',,,,,,,,,,19.3,,,
AF00658,Barton Pond Site 1,9/27/2018 10:10,,,790,7.3,12',,,,,,,,,,19.3,,,
AF00659,Barton Pond Site 1,9/27/2018 10:10,,,790,6.74,15',,,,,,,,,,19.3,,,
AF00660,Barton Pond Site 1,9/27/2018 10:10,,,789,6.49,18',,,,,,,,,,19.3,,,
AF00661,Barton Pond Site 1,9/27/2018 10:10,,,789,7.83,21',,,,,,,,,,19.2,,,
AF00662,Barton Pond Site 1,9/27/2018 10:10,,,782,8.2,24',,,,,,,,,,19.1,,,
AF00664,Barton Pond Site 2,9/27/2018 10:35,,,705,9.02,0',,,,,,,,,,19.4,,,
AF00665,Barton Pond Site 2,9/27/2018 10:35,,,849,8.24,3',,,,,,,,,,19.4,,,
AF00666,Barton Pond Site 2,9/27/2018 10:35,,,779,8.46,6',,,,,,,,,,19.4,,,
AF00667,Barton Pond Site 2,9/27/2018 10:35,,,765,8.21,9',,,,,,,,,,19.3,,,
AF00668,Barton Pond Site 2,9/27/2018 10:35,,,712,8.24,12',,,,,,,,,,19.3,,,
AF00669,Barton Pond Site 2,9/27/2018 10:35,,,799,8.02,15',,,,,,,,,,19.2,,,
AF00670,Barton Pond Site 2,9/27/2018 10:35,,,794,7.89,18',,,,,,,,,,19.2,,,
AF00671,Barton Pond Site 2,9/27/2018 10:35,"Temperature in the 50s, Cool, Cloudy weather & calm water.", <0.10,,,19',66.3,3.1,0.2,2.84158,,,,0.0273,"7'2""",,1986.3,2,
AF00672,Barton Pond Site 3,9/27/2018 10:50,,,732,8.01,0',,,,,,,,,,18.3,,,
AF00673,Barton Pond Site 3,9/27/2018 10:50,,,870,8.01,3',,,,,,,,,,18.3,,,
AF00674,Barton Pond Site 3,9/27/2018 10:50,,,760,7.7,6',,,,,,,,,,18.3,,,
AF00675,Barton Pond Site 3,9/27/2018 10:50,"Temperature in the 50s, Cool, Cloudy weather & calm water.", <0.10,,,7',108.1,25.4,0.2,2.4576,,,,0.0257,7',,>2419.6,2.8,
AF00676,Barton Pond Site 1,9/27/2018 10:10,"Temperature in the 50s, Cool, Cloudy weather & calm water.", <0.10,,,25',33.2,2,0.2,5.91836,,,,0.0339,"6'10""",,1732.9,4,
AF52879,Barton Pond Site 1 Composite,4/8/2019 11:19,"Sunny, Windy, Choppy, one dead fish",<0.10,,,Composite,5.2,2,0.7,3.78044,,,,0.032,6.83,,290.9,4.8,
AF52880,Barton Pond Site 1 Surface,4/8/2019 11:20,,,746,15.91,0,,,,,8.09,,,,,10.4,,,
AF52881,Barton Pond Site 1 3',4/8/2019 11:21,,,745,17.7,3,,,,,8.2,,,,,10.2,,,
AF52882,Barton Pond Site 1 6',4/8/2019 11:22,,,745,17.63,6,,,,,8.19,,,,,10.2,,,
AF52883,Barton Pond Site 1 9',4/8/2019 11:23,,,745,17.58,9,,,,,8.2,,,,,10.2,,,
AF52884,Barton Pond Site 1 12',4/8/2019 11:24,,,745,17.48,12,,,,,8.2,,,,,10.2,,,
AF52885,Barton Pond Site 1 15',4/8/2019 11:25,,,744,18.08,15,,,,,8.2,,,,,10.2,,,
AF52886,Barton Pond Site 1 18',4/8/2019 11:26,,,744,18.2,18,,,,,8.19,,,,,10.1,,,
AF52887,Barton Pond Site 1 21',4/8/2019 11:27,,,744,18.4,21,,,,,8.2,,,,,10.1,,,
AF52888,Barton Pond Site 2 Composite,4/8/2019 11:57,"Sunny, Very windy",<0.10,,,Composite,2,<1,0.7,3.99121,,,,0.0178,6.83,,214.2,0.8,
AF52889,Barton Pond Site 2 Surface,4/8/2019 11:58,,,742,20.3,0,,,,,8.21,,,,,10.3,,,
AF52890,Barton Pond Site 2 3',4/8/2019 11:59,,,742,19.88,3,,,,,8.22,,,,,10.2,,,
AF52891,Barton Pond Site 2 6',4/8/2019 12:00,,,743,19.68,6,,,,,8.22,,,,,10.2,,,
AF52892,Barton Pond Site 2 9',4/8/2019 12:01,,,743,19.6,9,,,,,8.22,,,,,10.2,,,
AF52893,Barton Pond Site 2 12',4/8/2019 12:02,,,743,19.61,12,,,,,8.22,,,,,10.1,,,
AF52894,Barton Pond Site 2 15',4/8/2019 12:03,,,743,19.65,15,,,,,8.22,,,,,10.1,,,
AF52895,Barton Pond Site 2 18',4/8/2019 12:04,,,743,19.92,18,,,,,8.22,,,,,10.1,,,
AF52896,Barton Pond Site 2 21',4/8/2019 12:05,,,740,22.16,21,,,,,8.15,,,,,8,,,
AF52897,Barton Pond Site 3 Composite,4/8/2019 12:13,"less windy, good water flow, no algae",<0.10,,,Composite,32.7,4.2,0.6,4.2398,,,,0.0185,6,,579.4,2,
AF52898,Barton Pond Site 3 Surface,4/8/2019 12:14,,,738,21.21,0,,,,,8.15,,,,,10,,,
AF52899,Barton Pond Site 3 3',4/8/2019 12:15,,,738,20.24,3,,,,,8.14,,,,,9.8,,,
AF52900,Barton Pond Site 3 6',4/8/2019 12:16,,,738,19.2,6,,,,,8.14,,,,,9.8,,,
AF52901,Barton Pond Site 3 9',4/8/2019 12:17,,,738,18.53,9,,,,,8.13,,,,,9.7,,,
AF57252,Barton Pond Site 1,4/23/2019 11:06,overcast. windy. 66 degrees farenheit, <0.10,,,,42.8,8.7,0.9,6.36367,,,,0.0207,5 feet,,1732.9,3.6,
AF57253,Barton Pond Site 1,4/23/2019 11:06,,,722,25.93,Surface,,,,,8.06,,,,,13.4,,,
AF57254,Barton Pond Site 1,4/23/2019 11:06,,,722,24.47,3 feet,,,,,8.08,,,,,13.4,,,
AF57255,Barton Pond Site 1,4/23/2019 11:06,,,722,22.7,6 feet,,,,,8.1,,,,,13.4,,,
AF57256,Barton Pond Site 1,4/23/2019 11:06,,,722,21.64,9 feet,,,,,8.12,,,,,13.4,,,
AF57257,Barton Pond Site 1,4/23/2019 11:06,,,722,21.61,12 feet,,,,,8.13,,,,,13.4,,,
AF57258,Barton Pond Site 1,4/23/2019 11:06,,,722,20.66,15 feet,,,,,8.14,,,,,13.4,,,
AF57259,Barton Pond Site 1,4/23/2019 11:06,,,722,19.53,18 feet,,,,,8.15,,,,,13.3,,,
AF57260,Barton Pond Site 1,4/23/2019 11:06,,,721,21.1,21 feet,,,,,8.11,,,,,11.5,,,
AF57261,Barton Pond Site 2,4/23/2019 11:30,overcast. windy. 66 degrees farenheit, <0.10,,,21 feet,22.1,7.5,0.9,6.75818,,,,0.0223,5feet 9inches,,1299.7,3.6,
AF57262,Barton Pond Site 2,4/23/2019 11:30,,,724,17.8,Surface,,,,,8.18,,,,,13.3,,,
AF57263,Barton Pond Site 2,4/23/2019 11:30,,,724,17.47,3 feet,,,,,8.18,,,,,13.3,,,
AF57264,Barton Pond Site 2,4/23/2019 11:30,,,724,17.36,6 feet,,,,,8.17,,,,,13.3,,,
AF57265,Barton Pond Site 2,4/23/2019 11:30,,,724,21.05,9 feet,,,,,8.17,,,,,13.3,,,
AF57266,Barton Pond Site 2,4/23/2019 11:30,,,724,20.54,12 feet,,,,,8.17,,,,,13.3,,,
AF57267,Barton Pond Site 2,4/23/2019 11:30,,,724,20,15 feet,,,,,8.17,,,,,13.3,,,
AF57268,Barton Pond Site 2,4/23/2019 11:30,,,724,20.13,18 feet,,,,,8.17,,,,,13.1,,,
AF57269,Barton Pond Site 2,4/23/2019 11:30,,,719,21.85,21 feet,,,,,7.97,,,,,10.9,,,
AF57270,Barton Pond Site 3,4/23/2019 11:51,windy. some sun., <0.10,,,9 feet,66.3,17.8,0.9,6.83384,,,,0.0272,5feet 2inches,,1046.2,4.8,
AF57271,Barton Pond Site 3,4/23/2019 11:51,,,736,21.88,Surface,,,,,8.09,,,,,11.8,,,
AF57272,Barton Pond Site 3,4/23/2019 11:51,,,736,21.6,3 feet,,,,,8.09,,,,,11.8,,,
AF57273,Barton Pond Site 3,4/23/2019 11:51,,,7.36,21.31,6 feet,,,,,8.09,,,,,11.8,,,
AF57274,Barton Pond Site 3,4/23/2019 11:51,,,736,20.64,9 feet,,,,,8.08,,,,,11.8,,,
AF63555,Barton Pond Site 1,5/15/2019 9:59,"Sunny, 63 deg F, light breeze",<0.10,,,composite,13.2,1,0.4,4.72618,,,0.0034,0.0158,7.83,,727,0.8,0.2704
AF63556,Barton Pond Site 1,5/15/2019 10:00,,,709,12.34,0,,,,,8.16,,,,,13.8,,,
AF63557,Barton Pond Site 1,5/15/2019 10:01,,,709,12.54,3,,,,,8.2,,,,,13.7,,,
AF63558,Barton Pond Site 1,5/15/2019 10:02,,,709,28.13,6,,,,,8.22,,,,,13.6,,,
AF63559,Barton Pond Site 1,5/15/2019 10:03,,,709,39.17,9,,,,,8.23,,,,,13.6,,,
AF63560,Barton Pond Site 1,5/15/2019 10:04,,,709,37.6,12,,,,,8.24,,,,,13.6,,,
AF63561,Barton Pond Site 1,5/15/2019 10:05,,,709,35.88,15,,,,,8.24,,,,,13.6,,,
AF63562,Barton Pond Site 1,5/15/2019 10:06,,,709,34.41,18,,,,,8.25,,,,,13.6,,,
AF63563,Barton Pond Site 1,5/15/2019 10:07,,,709,34.58,21,,,,,8.26,,,,,13.6,,,
AF63564,Barton Pond Site 2,5/15/2019 10:38,"Sunny, 63 def F, light breeze",<0.10,,,composite,9.8,2,0.4,4.2398,,,0.0025,0.0152,7.08,,547.5,0.8,0.2718
AF63565,Barton Pond Site 2,5/15/2019 10:39,,,708,17.8,0,,,,,8.34,,,,,13.8,,,
AF63566,Barton Pond Site 2,5/15/2019 10:40,,,708,20.71,3,,,,,8.34,,,,,13.8,,,
AF63567,Barton Pond Site 2,5/15/2019 10:41,,,710,23.15,6,,,,,8.29,,,,,13.5,,,
AF63568,Barton Pond Site 2,5/15/2019 10:42,,,710,30.86,9,,,,,8.28,,,,,13.5,,,
AF63569,Barton Pond Site 2,5/15/2019 10:43,,,710,29.41,12,,,,,8.29,,,,,13.5,,,
AF63570,Barton Pond Site 2,5/15/2019 10:44,,,710,28.89,15,,,,,8.29,,,,,13.5,,,
AF63571,Barton Pond Site 2,5/15/2019 10:45,,,711,29.4,18,,,,,8.28,,,,,13,,,
AF63572,Barton Pond Site 2,5/15/2019 10:46,,,716,30.79,21,,,,,8.2,,,,,11.7,,,
AF63573,Barton Pond Site 3,5/15/2019 11:09,"Sunny, 69 deg F, light breeze",<0.10,,,composite,18.5,4.2,0.4,4.17495,,,0.0027,0.0162,7,,648.8,1.2,0.2684
AF63574,Barton Pond Site 3,5/15/2019 11:10,,,709,18.15,0,,,,,8.26,,,,,13.5,,,
AF63575,Barton Pond Site 3,5/15/2019 11:11,,,712,18.28,3,,,,,8.22,,,,,13,,,
AF63576,Barton Pond Site 3,5/15/2019 11:12,,,713,25.74,6,,,,,8.18,,,,,12.7,,,
AF67478,Barton Pond Site 1,5/28/2019 11:08,"windy, sunny, 77 deg F",<0.10,,,composite,34.5,4.2,0.4,5.40712,,,0.0056,0.0221,7,,1119.9,3,0.2651
AF67479,Barton Pond Site 1,5/28/2019 11:09,,,328.3,10.17,0,,,,,8.35,,,,,19.6,,,
AF67480,Barton Pond Site 1,5/28/2019 11:10,,,263,9.19,3,,,,,8.34,,,,,19.4,,,
AF67481,Barton Pond Site 1,5/28/2019 11:11,,,316.3,8.12,6,,,,,8.25,,,,,18.5,,,
AF67482,Barton Pond Site 1,5/28/2019 11:12,,,437.6,8.81,9,,,,,8.24,,,,,18.5,,,
AF67483,Barton Pond Site 1,5/28/2019 11:13,,,328.4,8.52,12,,,,,8.22,,,,,18.4,,,
AF67484,Barton Pond Site 1,5/28/2019 11:14,,,271,8.61,15,,,,,8.22,,,,,18.3,,,
AF67485,Barton Pond Site 1,5/28/2019 11:15,,,260.6,9.14,18,,,,,8.22,,,,,18.4,,,
AF67486,Barton Pond Site 1,5/28/2019 11:16,,,279.1,9.35,21,,,,,8.21,,,,,18.3,,,
AF67487,Barton Pond Site 2,5/28/2019 11:32,"windy, sunny, 77 deg F",<0.10,,,composite,47.3,9.9,0.4,5.13691,,,0.0073,0.0249,7.42,,1553.1,2.6,0.264
AF67488,Barton Pond Site 2,5/28/2019 11:33,,,266.9,10.81,0,,,,,8.32,,,,,19.4,,,
AF67489,Barton Pond Site 2,5/28/2019 11:34,,,256.9,10.8,3,,,,,8.33,,,,,19.4,,,
AF67490,Barton Pond Site 2,5/28/2019 11:35,,,291,10.38,6,,,,,8.34,,,,,19.4,,,
AF67491,Barton Pond Site 2,5/28/2019 11:36,,,275.4,10.8,7,,,,,8.28,,,,,18.8,,,
AF67492,Barton Pond Site 2,5/28/2019 11:37,,,288.4,9.88,12,,,,,8.22,,,,,18.5,,,
AF67493,Barton Pond Site 2,5/28/2019 11:38,,,284.4,9.71,15,,,,,8.2,,,,,18.4,,,
AF67494,Barton Pond Site 2,5/28/2019 11:39,,,281.1,9.58,18,,,,,8.14,,,,,17.9,,,
AF67495,Barton Pond Site 2,5/28/2019 11:40,,,315.6,8.47,21,,,,,8.01,,,,,18,,,
AF67496,Barton Pond Site 3,5/28/2019 11:59,"windy, sunny, 77 deg F",<0.10,,,composite,125,40.6,0.4,4.50461,,,0.0068,0.0248,6.75,,1986.3,4.2,0.2673
AF67497,Barton Pond Site 3,5/28/2019 12:00,,,215.5,9.22,0,,,,,8.15,,,,,18.3,,,
AF67498,Barton Pond Site 3,5/28/2019 12:01,,,198.6,8.96,3,,,,,8.15,,,,,18.2,,,
AF67499,Barton Pond Site 3,5/28/2019 12:02,,,213.2,9.81,6,,,,,8.15,,,,,18.2,,,
AF71668,Barton Pond Site 1,6/11/2019 10:12,,,739,8.17,18,,,,,8.03,,,,,19.2,,,
AF71669,Barton Pond Site 1,6/11/2019 10:13,,,739,8.37,21,,,,,8.03,,,,,19.4,,,
AF71670,Barton Pond Site 1,6/11/2019 10:14,,,739,7.67,24,,,,,8.03,,,,,19.1,,,
AF71671,Barton Pond Site 1,6/11/2019 10:05,"sunny, 65 deg F",<0.10,,,composite,143.9,12.4,0.4,7.79579,,,0.0084,0.0394,6.08,,>2419.6,2.8,0.2834
AF71672,Barton Pond Site 1,6/11/2019 10:06,,,735,8,0,,,,,8.01,,,,,19.4,,,
AF71673,Barton Pond Site 1,6/11/2019 10:07,,,735,7.49,3,,,,,8.04,,,,,19.4,,,
AF71674,Barton Pond Site 1,6/11/2019 10:08,,,735,7.6,6,,,,,8.04,,,,,19.4,,,
AF71675,Barton Pond Site 1,6/11/2019 10:09,,,735,7.7,9,,,,,8.05,,,,,19.4,,,
AF71676,Barton Pond Site 1,6/11/2019 10:10,,,735,7.86,12,,,,,8.04,,,,,19.4,,,
AF71677,Barton Pond Site 1,6/11/2019 10:11,,,736,8.31,15,,,,,8.04,,,,,19.3,,,
AF71678,Barton Pond Site 2,6/11/2019 10:39,"sunny, light wind", <0.10,,,composite,122.3,40.6,0.4,7.72553,,,0.0076,0.0368,6,,>2419.6,2.4,0.2883
AF71679,Barton Pond Site 2,6/11/2019 10:40,,,734,8.12,0,,,,,8.01,,,,,19.5,,,
AF71680,Barton Pond Site 2,6/11/2019 10:41,,,734,7.9,3,,,,,8.02,,,,,19.5,,,
AF71681,Barton Pond Site 2,6/11/2019 10:42,,,734,8.39,6,,,,,8.03,,,,,19.5,,,
AF71682,Barton Pond Site 2,6/11/2019 10:43,,,734,8.6,9,,,,,8.04,,,,,19.4,,,
AF71683,Barton Pond Site 2,6/11/2019 10:44,,,735,8.7,12,,,,,8.04,,,,,19.1,,,
AF71684,Barton Pond Site 2,6/11/2019 10:45,,,737,8.93,15,,,,,8.02,,,,,18.9,,,
AF71685,Barton Pond Site 2,6/11/2019 10:46,,,737,8.92,18,,,,,8.01,,,,,18.8,,,
AF71686,Barton Pond Site 2,6/11/2019 10:47,,,735,8.34,21,,,,,7.81,,,,,18.8,,,
AF71687,Barton Pond Site 3,6/11/2019 10:56,"sunny, light breeze, algae developing in areas of slow moving water", <0.10,,,composite,152.9,30.6,0.4,7.34724,,,0.0106,0.0383,6,,>2419.6,7.8,0.3064
AF71688,Barton Pond Site 3,6/11/2019 10:57,,,720,9.27,0,,,,,7.99,,,,,18.4,,,
AF71689,Barton Pond Site 3,6/11/2019 10:58,,,724,8.91,3,,,,,8.01,,,,,18.2,,,
AF71690,Barton Pond Site 3,6/11/2019 10:59,,,724,8.96,6,,,,,8.01,,,,,18.1,,,
AF76004,Barton Pond Site 1,6/26/2019 12:09,"Sunny, Breezy. Data from handwatch: 83 degrees, uv index 9.0, 12mph wind from west, half-moon, sun past highes peak.", <0.10,,,22 feet,21.6,19.2,0.4,8.0606,,0.0199,0.0063,0.0262,6.58,,1986.3,3.2,0.3261
AF76005,Barton Pond Site 1,6/26/2019 12:09,,,707,7.09,Surface,,,,,8.19,,,,,24.19,,,
AF76006,Barton Pond Site 1,6/26/2019 12:09,,,708,6.28,3 feet,,,,,8.19,,,,,23.9,,,
AF76007,Barton Pond Site 1,6/26/2019 12:09,,,706,6.59,6 feet,,,,,8.19,,,,,23.9,,,
AF76008,Barton Pond Site 1,6/26/2019 12:09,,,706,6.25,9 feet,,,,,8.2,,,,,23.64,,,
AF76009,Barton Pond Site 1,6/26/2019 12:09,,,702,5.52,12 feet,,,,,8.08,,,,,22.45,,,
AF76010,Barton Pond Site 1,6/26/2019 12:09,,,703,5.69,18 feet,,,,,8.08,,,,,22.41,,,
AF76011,Barton Pond Site 1,6/26/2019 12:09,,,710,4.84,21 feet,,,,,7.96,,,,,21.41,,,
AF76012,Barton Pond Site 2,6/26/2019 12:54,"Sunny, Breezy. Data from handwatch: 83 degrees, uv index 9.0, 12mph wind from west, half-moon, sun past highes peak.",<0.10,,,20 feet,25.6,6.4,0.4,7.91468,,0.0327,0.0066,0.0393,6.58,,1413.6,2.8,0.3251
AF76013,Barton Pond Site 2,6/26/2019 12:54,,,705,7.12,Surface,,,,,8.23,,,,,23.83,,,
AF76014,Barton Pond Site 2,6/26/2019 12:54,,,706,7.32,3 feet,,,,,8.23,,,,,23.79,,,
AF76015,Barton Pond Site 2,6/26/2019 12:54,,,706,7.14,6 feet,,,,,8.25,,,,,23.76,,,
AF76016,Barton Pond Site 2,6/26/2019 12:54,,,707,7.14,9 feet,,,,,8.2,,,,,23.35,,,
AF76017,Barton Pond Site 2,6/26/2019 12:54,,,705,5.91,12 feet,,,,,8.08,,,,,22.5,,,
AF76018,Barton Pond Site 2,6/26/2019 12:54,,,705,5.38,15 feet,,,,,8.05,,,,,22.3,,,
AF76019,Barton Pond Site 2,6/26/2019 12:54,,,712,4.55,18 feet,,,,,7.98,,,,,21.4,,,
AF76020,Barton Pond Site 2,6/26/2019 12:54,,,714,3.37,21 feet,,,,,7.8,,,,,21.02,,,
AF76021,Barton Pond Site 3,6/26/2019 13:17,"Sunny, Breezy. Data from handwatch: 83 degrees, uv index 9.0, 12mph wind from west, half-moon, sun past highes peak.",<0.10,,,8.5 feet,69.7,15,0.4,6.94732,,0.0169,0.0085,0.0254,5,,2419.6,5.8,0.328
AF76022,Barton Pond Site 3,6/26/2019 13:17,,,679,6.3,Surface,,,,,8.11,,,,,22.65,,,
AF76023,Barton Pond Site 3,6/26/2019 13:17,,,700,6.27,3 feet,,,,,8.1,,,,,22.54,,,
AF76024,Barton Pond Site 3,6/26/2019 13:17,,,700,6.38,6 feet,,,,,8.08,,,,,22.19,,,
AF82517,Barton Pond Site 1,7/19/2019 10:00,,,726,7.16,0,,,,,8.17,,,,,27.22,,,
AF82518,Barton Pond Site 1,7/19/2019 10:00,,,733,7.16,3,,,,,8.07,,,,,26.75,,,
AF82519,Barton Pond Site 1,7/19/2019 10:00,,,735,6.82,6,,,,,8.04,,,,,26.67,,,
AF82520,Barton Pond Site 1,7/19/2019 10:00,,,735,6.58,9,,,,,8.04,,,,,26.64,,,
AF82521,Barton Pond Site 1,7/19/2019 10:00,,,743,5.12,12,,,,,7.9,,,,,25.92,,,
AF82522,Barton Pond Site 1,7/19/2019 10:00,,,743,4.36,15,,,,,7.82,,,,,25.76,,,
AF82523,Barton Pond Site 1,7/19/2019 10:00,,,743,3.76,18,,,,,7.85,,,,,25.76,,,
AF82524,Barton Pond Site 1,7/19/2019 10:00,"Overcast, extremely hot, breezy.  Nearly hit in face by guy casting a fishing line.", <0.10,,,,33.6,12.4,0.3,11.32475,,,0.0105,0.0293,5.5,,1732.9,1.6,0.2847
AF82525,Barton Pond Site 2,7/19/2019 10:27,,,721,8.22,0,,,,,8.29,,,,,27.52,,,
AF82526,Barton Pond Site 2,7/19/2019 10:27,,,728,8.64,3,,,,,8.29,,,,,27.33,,,
AF82527,Barton Pond Site 2,7/19/2019 10:27,,,730,8.26,6,,,,,8.18,,,,,26.84,,,
AF82528,Barton Pond Site 2,7/19/2019 10:27,,,737,7.28,9,,,,,8.05,,,,,26.46,,,
AF82529,Barton Pond Site 2,7/19/2019 10:27,,,741,5.96,12,,,,,7.94,,,,,26.01,,,
AF82530,Barton Pond Site 2,7/19/2019 10:27,,,747,4.76,15,,,,,7.86,,,,,25.56,,,
AF82531,Barton Pond Site 2,7/19/2019 10:27,,,799,2,18,,,,,7.72,,,,,23.41,,,
AF82532,Barton Pond Site 2,7/19/2019 10:27,,,799,0.54,21,,,,,7.66,,,,,23.23,,,
AF82533,Barton Pond Site 2,7/19/2019 10:27,,,799,0.32,23,,,,,7.64,,,,,23.19,,,
AF82534,Barton Pond Site 2,7/19/2019 10:27,"overcast, extremely hot, breezy.  Engine motor would not start so navigating to site 3 was not possible.", <0.10,,,,38.8,2,0.3,9.49812,,,0.0099,0.0326,5.3,,1986.3,2,0.2841
AF89222,Barton Pond Site 1,8/13/2019 10:19,Overcast. Calm. Algae overgrowth nearby., <0.10,,,,4.1,6.4,0.2,7.32666,,,0.0043,0.0257,6.5,,1732.9,6,0.2753
AF89223,Barton Pond Site 1,8/13/2019 10:19,,,772,6.76,Surface,,,,,8.06,,,,,24.95,,,
AF89224,Barton Pond Site 1,8/13/2019 10:19,,,774,6.4,3 feet,,,,,8.11,,,,,25.05,,,
AF89225,Barton Pond Site 1,8/13/2019 10:19,,,784,6.36,6 feet,,,,,8.01,,,,,24.81,,,
AF89226,Barton Pond Site 1,8/13/2019 10:19,,,797,5.58,9 feet,,,,,7.78,,,,,24.4,,,
AF89227,Barton Pond Site 1,8/13/2019 10:19,,,801,5.82,12 feet,,,,,7.89,,,,,24.02,,,
AF89228,Barton Pond Site 1,8/13/2019 10:19,,,803,5.65,15 feet,,,,,7.89,,,,,23.78,,,
AF89229,Barton Pond Site 1,8/13/2019 10:19,,,805,5.48,18 feet,,,,,7.87,,,,,23.56,,,
AF89230,Barton Pond Site 1,8/13/2019 10:19,,,806,5.23,21 feet,,,,,7.87,,,,,23.5,,,
AF89231,Barton Pond Site 2,8/13/2019 11:03,Overcast. Calm., <0.10,,,,5.2,<1,0.2,7.02501,,,0.005,0.0262,6,,1986.3,3.2,0.242
AF89232,Barton Pond Site 2,8/13/2019 11:03,,,771,8,Surface,,,,,8.34,,,,,25.09,,,
AF89233,Barton Pond Site 2,8/13/2019 11:03,,,775,8.09,3 feet,,,,,8.3,,,,,25.1,,,
AF89234,Barton Pond Site 2,8/13/2019 11:03,,,790,6.96,6 feet,,,,,8.09,,,,,24.83,,,
AF89235,Barton Pond Site 2,8/13/2019 11:03,,,798,6.12,9 feet,,,,,7.95,,,,,24.39,,,
AF89236,Barton Pond Site 2,8/13/2019 11:03,,,803,6.08,12 feet,,,,,7.97,,,,,23.99,,,
AF89237,Barton Pond Site 2,8/13/2019 11:03,,,807,5.35,15 feet,,,,,7.85,,,,,23.62,,,
AF89238,Barton Pond Site 2,8/13/2019 11:03,,,809,4.95,18 feet,,,,,7.83,,,,,23.44,,,
AF89239,Barton Pond Site 2,8/13/2019 11:03,,,812,4.33,21 feet,,,,,7.77,,,,,23.31,,,
